antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'运动户外'}),frozenset({'服装'}),0.16189208643435327,0.5687913656805929,0.07908692135379834,0.4885162894349863,0.8588672735044903,1.0,-0.01299589958207803,0.8430544813305391,-0.16392556199068625,0.12137406757125417,-0.1861629611668322,0.3137800521564063
frozenset({'服装'}),frozenset({'食品'}),0.5687913656805929,0.5662122614039289,0.29284403746923815,0.5148531696131371,0.9092935718780685,1.0,-0.029212607959799408,0.894137014664535,-0.18787513432088512,0.34772986151355884,-0.11839682688361021,0.516025751083124
frozenset({'食品'}),frozenset({'服装'}),0.5662122614039289,0.5687913656805929,0.29284403746923815,0.5171983325531109,0.9092935718780685,1.0,-0.029212607959799408,0.893138245772199,-0.18696696018729222,0.34772986151355884,-0.11964749548420618,0.516025751083124
frozenset({'母婴'}),frozenset({'电子产品'}),0.16437266864715883,0.5657273645558285,0.07984915255247527,0.48578120200675745,0.8586842928981534,1.0,-0.013140964086290355,0.8445288992524898,-0.16453950923100727,0.12279745391900744,-0.18409210257354253,0.31346271537791276
frozenset({'母婴'}),frozenset({'食品'}),0.16437266864715883,0.5662122614039289,0.079739761506483,0.48511569571004404,0.8567735613976195,1.0,-0.013330058921223478,0.8424955567334297,-0.166703288903239,0.12251725196761318,-0.18694988004121366,0.31297292621165057
frozenset({'汽车用品'}),frozenset({'电子产品'}),0.15970391490218092,0.5657273645558285,0.07766939571614846,0.48633369923161357,0.8596609068282395,1.0,-0.012679479170710647,0.845437270840133,-0.1626726134868101,0.11990423898899928,-0.18281986670196607,0.3118124557702212
frozenset({'汽车用品'}),frozenset({'食品'}),0.15970391490218092,0.5662122614039289,0.07756175773179069,0.48565971459934143,0.8577343651922044,1.0,-0.012864557080033784,0.8433866661993257,-0.1648469533935741,0.11962864061656735,-0.18569576693267334,0.3113216253333367
frozenset({'玩具'}),frozenset({'电子产品'}),0.2429126347709958,0.5657273645558285,0.11886564290204628,0.4893349537544889,0.8649660320721486,1.0,-0.01855668178426169,0.8504060315798222,-0.17095313180690522,0.17232540148077966,-0.17590887513141581,0.3497230657962741
frozenset({'玩具'}),frozenset({'食品'}),0.2429126347709958,0.5662122614039289,0.11921204788102181,0.49076100135099243,0.8667438605694368,1.0,-0.018328064376250383,0.8518352674223579,-0.1687946845892723,0.17279290880844342,-0.17393589845837987,0.3506520180967495
frozenset({'运动户外'}),frozenset({'电子产品'}),0.16189208643435327,0.5657273645558285,0.07874893107066837,0.4864285389428273,0.8598285489066604,1.0,-0.0128378523302827,0.8455933952214425,-0.16283847530060638,0.121363089635258,-0.18260147921108327,0.31281398835057445
frozenset({'电子产品'}),frozenset({'食品'}),0.5657273645558285,0.5662122614039289,0.29111727175926394,0.514589341082749,0.908827618474421,1.0,-0.02920449866397662,0.8936510367606489,-0.1876548910900204,0.34622922464528966,-0.1190050241813069,0.5143689972589166
frozenset({'食品'}),frozenset({'电子产品'}),0.5662122614039289,0.5657273645558285,0.29111727175926394,0.5141486534350842,0.9088276184744211,1.0,-0.02920449866397662,0.8938384930176317,-0.18782525651362214,0.34622922464528966,-0.11877034588649571,0.5143689972589166
frozenset({'运动户外'}),frozenset({'食品'}),0.16189208643435327,0.5662122614039289,0.07844845630651652,0.48457252009243285,0.8558142469238135,1.0,-0.01321682805687896,0.8416077052660509,-0.16737556263567283,0.12075385958795803,-0.18820204917667413,0.3115610370635869
"frozenset({'家居', '办公'})",frozenset({'服装'}),0.04143361173120797,0.5687913656805929,0.017433146118037847,0.42074888935900145,0.7397244662030871,1.0,-0.0061339344836353685,0.7444243548229579,-0.2685050681552324,0.02940854647067278,-0.3433198329974362,0.22569917283986762
"frozenset({'家居', '办公'})",frozenset({'电子产品'}),0.04143361173120797,0.5657273645558285,0.017286239553067455,0.4172033001903956,0.7374635316040543,1.0,-0.006153888415658289,0.7451528733536846,-0.2708113188351533,0.029304932855369042,-0.34200650062494353,0.2238795389124017
"frozenset({'家居', '办公'})",frozenset({'食品'}),0.04143361173120797,0.5662122614039289,0.01730166649545098,0.41757562936323245,0.7374895561743039,1.0,-0.006158552501008642,0.7447966817078907,-0.27078477518816924,0.029307760287738335,-0.34264830195927226,0.22406624264478972
"frozenset({'办公', '母婴'})",frozenset({'服装'}),0.022133104360109714,0.5687913656805929,0.009257918491749917,0.41828377714765475,0.7353905181861423,1.0,-0.00333120016398797,0.7412697418082135,-0.2689876526400783,0.015916195399402776,-0.3490365835797558,0.2172801261160519
"frozenset({'汽车用品', '办公'})",frozenset({'服装'}),0.021415751539275767,0.5687913656805929,0.008890126160833588,0.41512090502775006,0.7298298287827085,1.0,-0.003290968404267335,0.7372611502551073,-0.27445994008630825,0.015293078127026157,-0.3563714833664838,0.21537537965345635
"frozenset({'玩具', '办公'})",frozenset({'服装'}),0.032884981976773336,0.5687913656805929,0.013689307691417676,0.41627840030705915,0.731864837309823,1.0,-0.005015386117532912,0.7387231079785961,-0.2747476129452718,0.02328164867751243,-0.3536871788623868,0.22017288114571343
"frozenset({'服装', '办公'})",frozenset({'电子产品'}),0.08141393536742243,0.5657273645558285,0.035013198801046086,0.43006395211128096,0.7601964816549728,1.0,-0.011044892292484364,0.7619673067757314,-0.2556242535030261,0.057199136482799826,-0.31239226553105703,0.2459772696676404
"frozenset({'电子产品', '办公'})",frozenset({'服装'}),0.08100827690520108,0.5687913656805929,0.035013198801046086,0.4322175478688411,0.7598876740185164,1.0,-0.011063609651294867,0.7594610095836443,-0.25586250297601854,0.05695180685100643,-0.3167232910985453,0.24688736949129111
"frozenset({'运动户外', '办公'})",frozenset({'服装'}),0.02177653162365413,0.5687913656805929,0.009008983739652116,0.413701497343423,0.7273343484186059,1.0,-0.0033773194223527345,0.7354762674056948,-0.2770538576069949,0.015491093902133907,-0.35966317924490093,0.21477015839136532
"frozenset({'服装', '办公'})",frozenset({'食品'}),0.08141393536742243,0.5662122614039289,0.03474638282027647,0.42678667556684824,0.7537573886312996,1.0,-0.011351185633905088,0.7567649252135616,-0.26234155654291,0.0566936323065948,-0.32141430803997245,0.244076515443797
"frozenset({'办公', '食品'})",frozenset({'服装'}),0.08084313849923198,0.5687913656805929,0.03474638282027647,0.42980002341950846,0.7556373907069195,1.0,-0.011236496332607003,0.7562410593304123,-0.26026148867957566,0.056508463268814625,-0.32232968266152573,0.2454440608258131
"frozenset({'办公', '母婴'})",frozenset({'电子产品'}),0.022133104360109714,0.5657273645558285,0.009209884602964848,0.41611354887765933,0.735537248060051,1.0,-0.0033114181961191366,0.7437621383565537,-0.26883938253087986,0.0159161415414445,-0.34451587198245875,0.21619663577486017
"frozenset({'办公', '母婴'})",frozenset({'食品'}),0.022133104360109714,0.5662122614039289,0.009116271111682998,0.41188397991350767,0.727437408176639,1.0,-0.00341576395994388,0.737588713417933,-0.2770227827514292,0.015738627765503464,-0.355769118762775,0.21399221399206447
"frozenset({'汽车用品', '办公'})",frozenset({'电子产品'}),0.021415751539275767,0.5657273645558285,0.008848052681605791,0.4131563006499567,0.7303099099233772,1.0,-0.0032674239966911153,0.7400141399237116,-0.27397509775032125,0.015300238998027148,-0.35132553021634216,0.2143982181137733
"frozenset({'汽车用品', '办公'})",frozenset({'食品'}),0.021415751539275767,0.5662122614039289,0.008839988598087128,0.4127797514775462,0.7290194501511761,1.0,-0.003285872510630875,0.7387138636441011,-0.27527833265547147,0.015273274888659502,-0.35370411903056115,0.21419612544464162
"frozenset({'玩具', '办公'})",frozenset({'电子产品'}),0.032884981976773336,0.5657273645558285,0.013656700745016133,0.41528685509579605,0.7340759544517556,1.0,-0.004947233442169765,0.7427105739436047,-0.27250227067234,0.02334655771486523,-0.3464195005199045,0.21971346481376236
"frozenset({'玩具', '办公'})",frozenset({'食品'}),0.032884981976773336,0.5662122614039289,0.013655999520362337,0.41526553154286566,0.7334096413122716,1.0,-0.004963880490933938,0.7418542295627836,-0.27317893266924986,0.02332599498852535,-0.3479737125571912,0.21969184718950577
"frozenset({'运动户外', '办公'})",frozenset({'电子产品'}),0.02177653162365413,0.5657273645558285,0.009045096809322641,0.4153598454355176,0.7342049747967037,1.0,-0.0032744830352938667,0.7428032988388822,-0.27011372165492276,0.015636544589124002,-0.3462514255970005,0.21567414164371113
"frozenset({'电子产品', '办公'})",frozenset({'食品'}),0.08100827690520108,0.5662122614039289,0.03467590974256991,0.42805391087566225,0.7559954809426033,1.0,-0.011191969916359658,0.7584416553319034,-0.2599226752722401,0.05660960544820446,-0.3184929822484336,0.24464790106747067
"frozenset({'办公', '食品'})",frozenset({'电子产品'}),0.08084313849923198,0.5657273645558285,0.03467590974256991,0.4289282972716273,0.7581890573887888,1.0,-0.011059265943022437,0.7604520297002547,-0.25760040019531805,0.0566697436479246,-0.3150073389825356,0.24511134012335564
"frozenset({'运动户外', '办公'})",frozenset({'食品'}),0.02177653162365413,0.5662122614039289,0.008886970649891503,0.40809853485751085,0.7207518499257266,1.0,-0.003443168566271873,0.732871540521774,-0.2837009717116854,0.015346127928596642,-0.36449561036036643,0.21189700515511284
"frozenset({'家居', '母婴'})",frozenset({'服装'}),0.040613880110919716,0.5687913656805929,0.017110232164964503,0.42129026131546915,0.7406762597589192,1.0,-0.00599059216891339,0.7451207496517867,-0.2673665916852406,0.028888023318313454,-0.34206435731030815,0.22568599906516115
"frozenset({'汽车用品', '家居'})",frozenset({'服装'}),0.03947614311013469,0.5687913656805929,0.0166330487880559,0.4213443228648572,0.7407713061197642,1.0,-0.005820640563360138,0.7451903633854785,-0.26703762001729,0.02811372547160419,-0.341938985170037,0.2252935584785612
"frozenset({'家居', '玩具'})",frozenset({'服装'}),0.06062017009606427,0.5687913656805929,0.025513007191409438,0.42086663813346603,0.7399314819588971,1.0,-0.00896722214532079,0.7445757103849643,-0.27228164942644584,0.04224717561604054,-0.343046766168312,0.23286070521462365
"frozenset({'服装', '家居'})",frozenset({'电子产品'}),0.15013219837785702,0.5657273645558285,0.06493936335112457,0.4325478748248482,0.7645871526198066,1.0,-0.019994529572153308,0.7653026857730549,-0.2659398576056166,0.09976547569543945,-0.3066725343971193,0.2736685124495629
"frozenset({'电子产品', '家居'})",frozenset({'服装'}),0.14889979604880943,0.5687913656805929,0.06493936335112457,0.4361279536597714,0.766762612751546,1.0,-0.01975355499303949,0.7647278085837667,-0.26329837215586377,0.0994855372477908,-0.30765481361524477,0.27514937515816446
"frozenset({'家居', '运动户外'})",frozenset({'服装'}),0.04003922650713338,0.5687913656805929,0.01679047372283324,0.41935060158671783,0.7372661170496845,1.0,-0.005983492602953749,0.7426316732571395,-0.27072558445306033,0.028360364777929973,-0.34656255046873774,0.22443508332165243
"frozenset({'服装', '家居'})",frozenset({'食品'}),0.15013219837785702,0.5662122614039289,0.06515569115682084,0.4339887902849136,0.7664772027522578,1.0,-0.019851000396248847,0.7663942535951315,-0.26388930705729713,0.10005653398230757,-0.3048114535162955,0.27453084887031026
"frozenset({'家居', '食品'})",frozenset({'服装'}),0.14931106430826116,0.5687913656805929,0.06515569115682084,0.43637550545017356,0.7671978369925222,1.0,-0.019771153022297858,0.7650636877728648,-0.2629199378213808,0.09978714538550099,-0.30708072541129944,0.2754633155132615
"frozenset({'家居', '母婴'})",frozenset({'电子产品'}),0.040613880110919716,0.5657273645558285,0.016864102311481888,0.41523002149572247,0.733975493339859,1.0,-0.006112281048055102,0.7426383901494952,-0.27419824464969683,0.028608577160602142,-0.34655037130345145,0.22251980709329033
"frozenset({'家居', '母婴'})",frozenset({'食品'}),0.040613880110919716,0.5662122614039289,0.016916694160516634,0.41652494453412986,0.7356339184555137,1.0,-0.006079382741475268,0.7434554991382064,-0.27250778232380546,0.028676764266763032,-0.34507041935821736,0.22320094615190408
"frozenset({'汽车用品', '家居'})",frozenset({'电子产品'}),0.03947614311013469,0.5657273645558285,0.016428641801474183,0.4161663350859741,0.7356305548569676,1.0,-0.005904092603051043,0.7438293841930502,-0.2722763102741418,0.027903096334372667,-0.3443943211316648,0.22260309607284778
"frozenset({'汽车用品', '家居'})",frozenset({'食品'}),0.03947614311013469,0.5662122614039289,0.016441263845242523,0.4164860736109138,0.7355652676581613,1.0,-0.0059106124166519655,0.7434059736679225,-0.27234282720967334,0.027902152951613773,-0.3451600275231274,0.22276167669191593
"frozenset({'家居', '玩具'})",frozenset({'电子产品'}),0.06062017009606427,0.5657273645558285,0.025440430439741486,0.41966940045576007,0.7418226989695939,1.0,-0.008854058627631,0.7483193817200499,-0.27033406672885824,0.04233671105136361,-0.33632780925899514,0.23231940932420916
"frozenset({'家居', '玩具'})",frozenset({'食品'}),0.06062017009606427,0.5662122614039289,0.025568403939059372,0.4217804717232126,0.7449158212812342,1.0,-0.008755479657724,0.7502128817559092,-0.2671477492743017,0.04252441983396088,-0.3329549842698676,0.2334686977582652
"frozenset({'家居', '运动户外'})",frozenset({'电子产品'}),0.04003922650713338,0.5657273645558285,0.016681783901494766,0.4166360181439255,0.7364607834924873,1.0,-0.005969502189239671,0.7444282625445218,-0.2715463918937677,0.028318136367964958,-0.34331278151894895,0.22306166913390105
"frozenset({'电子产品', '家居'})",frozenset({'食品'}),0.14889979604880943,0.5662122614039289,0.06439170689650942,0.43244993348010885,0.7637593937083683,1.0,-0.019917183346870773,0.7643162501168838,-0.26655410329917517,0.09895449994989101,-0.30835894153378807,0.2730867757168236
"frozenset({'家居', '食品'})",frozenset({'电子产品'}),0.14931106430826116,0.5657273645558285,0.06439170689650942,0.431258776399645,0.7623084959629639,1.0,-0.020077648013629004,0.7635680647431451,-0.2682206743162905,0.09896569785487655,-0.3096409425352114,0.27253993463155246
"frozenset({'家居', '运动户外'})",frozenset({'食品'}),0.04003922650713338,0.5662122614039289,0.016709131662992833,0.41731904236501516,0.7370363922008126,1.0,-0.005961569322475293,0.7444687060938989,-0.2709597288537914,0.028342546529365756,-0.34323980553437955,0.22341470470817193
"frozenset({'汽车用品', '母婴'})",frozenset({'服装'}),0.020956800003365878,0.5687913656805929,0.008696938768712617,0.4149936425081978,0.7296060867795227,1.0,-0.0032231081254969138,0.7371007661663741,-0.27459248973493555,0.01496759384690393,-0.35666661317007203,0.21514192567503734
"frozenset({'玩具', '母婴'})",frozenset({'服装'}),0.03248598514876306,0.5687913656805929,0.013610419917865556,0.4189628190599536,0.7365843512034321,1.0,-0.004867327940378842,0.742136043035602,-0.2698733588826604,0.023160091544976603,-0.3474618425883779,0.22144574367697978
"frozenset({'服装', '母婴'})",frozenset({'电子产品'}),0.08057281639519338,0.5657273645558285,0.03452234154338845,0.42846139787472914,0.7573637492524841,1.0,-0.011059905530704954,0.7598308037800513,-0.25840487332493617,0.05642953915561148,-0.316082468656365,0.24474216409381241
"frozenset({'电子产品', '母婴'})",frozenset({'服装'}),0.07984915255247527,0.5687913656805929,0.03452234154338845,0.4323444950865453,0.7601108616851441,1.0,-0.010895166985371955,0.7596308510830873,-0.25538982128787413,0.056214492346532426,-0.31642889249981454,0.24651935161901792
"frozenset({'运动户外', '母婴'})",frozenset({'服装'}),0.02130285437001451,0.5687913656805929,0.008824211043376705,0.4142266989252621,0.7282577126142116,1.0,-0.003292668586638634,0.7361356919618122,-0.2760245230016535,0.015180915764857458,-0.3584452036756778,0.21487033346046125
"frozenset({'服装', '母婴'})",frozenset({'食品'}),0.08057281639519338,0.5662122614039289,0.034531808076214705,0.4285788882796794,0.7569226551488196,1.0,-0.0110895085025913,0.759138452708038,-0.2588648355658391,0.05640118196811435,-0.3172827649985957,0.24478313919917374
"frozenset({'食品', '母婴'})",frozenset({'服装'}),0.079739761506483,0.5687913656805929,0.034531808076214705,0.433056325023084,0.7613623397832459,1.0,-0.010823479770102527,0.7605846106969347,-0.2540619792861456,0.05624079213348409,-0.3147781140137525,0.24688358820870895
"frozenset({'汽车用品', '玩具'})",frozenset({'服装'}),0.03124166200060095,0.5687913656805929,0.013037168763386817,0.41730074293538033,0.7336622320840878,1.0,-0.004732818832066478,0.7400191935916393,-0.27258565672654905,0.022209984219347487,-0.3513163018739546,0.22011078520637892
"frozenset({'服装', '汽车用品'})",frozenset({'电子产品'}),0.07799336150620251,0.5657273645558285,0.03338179964398824,0.428008217613925,0.7565626915536755,1.0,-0.010741179213765703,0.7592288015617893,-0.25870253463032167,0.05469387286159078,-0.3171260072627997,0.2435075425591882
"frozenset({'电子产品', '汽车用品'})",frozenset({'服装'}),0.07766939571614846,0.5687913656805929,0.03338179964398824,0.4297934770341948,0.7556258814159762,1.0,-0.010795882016986232,0.7562323771334098,-0.2596103944786357,0.05444942939903179,-0.3223448641416554,0.24424124131562786
"frozenset({'汽车用品', '运动户外'})",frozenset({'服装'}),0.020949086532174116,0.5687913656805929,0.008658371412753803,0.41330543933054387,0.726638033325276,1.0,-0.0032572881256424276,0.7349797718038674,-0.2775875157172052,0.01490042749353631,-0.3605816627384057,0.21426392118412194
"frozenset({'服装', '汽车用品'})",frozenset({'食品'}),0.07799336150620251,0.5662122614039289,0.03345051966006031,0.4288893184505212,0.7574709127405435,1.0,-0.010710277932860751,0.7595510863483813,-0.25775676478553766,0.05476912019573275,-0.3165671381073274,0.2439835105891638
"frozenset({'汽车用品', '食品'})",frozenset({'服装'}),0.07756175773179069,0.5687913656805929,0.03345051966006031,0.4312759359545787,0.758232213033915,1.0,-0.010665938444792203,0.7582036027316202,-0.2568745328293891,0.054577219047967716,-0.3189069484730053,0.24504287958317736
"frozenset({'服装', '玩具'})",frozenset({'电子产品'}),0.11957738592564986,0.5657273645558285,0.051617847990623224,0.4316689781353631,0.7630335832778407,1.0,-0.016030351409569883,0.764119181844705,-0.2607584222834796,0.08145639082601701,-0.3086963706183128,0.26145526969860444
"frozenset({'电子产品', '玩具'})",frozenset({'服装'}),0.11886564290204628,0.5687913656805929,0.051617847990623224,0.434253723198721,0.7634675021466096,1.0,-0.015991903368133352,0.7621943828909566,-0.26014023897202565,0.0811551413635885,-0.31200127217818274,0.2625018893380986
"frozenset({'玩具', '运动户外'})",frozenset({'服装'}),0.03179527886477338,0.5687913656805929,0.013199502270740735,0.41514032089099634,0.7298639640815506,1.0,-0.0048853778169490065,0.7372856254620355,-0.2765538066857008,0.02247155465410149,-0.3563264567559269,0.2191732745811591
"frozenset({'服装', '玩具'})",frozenset({'食品'}),0.11957738592564986,0.5662122614039289,0.05165290922331305,0.4319621876951676,0.7628979750881995,1.0,-0.016053272874419496,0.763659969810747,-0.26090299037386483,0.08145389806237231,-0.3094833296654578,0.261593766642093
"frozenset({'玩具', '食品'})",frozenset({'服装'}),0.11921204788102181,0.5687913656805929,0.05165290922331305,0.4332859819241142,0.7617661027706735,1.0,-0.01615387429651357,0.760892832302705,-0.2620292149316739,0.08117053238925843,-0.3142455251860898,0.26204883952087554
"frozenset({'服装', '运动户外'})",frozenset({'电子产品'}),0.07908692135379834,0.5657273645558285,0.033935416508160676,0.4290901191658391,0.758475099578632,1.0,-0.010806219080157733,0.7606675764827409,-0.25693740924738806,0.055551793011616696,-0.3146347115568026,0.24453778985751437
"frozenset({'电子产品', '运动户外'})",frozenset({'服装'}),0.07874893107066837,0.5687913656805929,0.033935416508160676,0.4309317732542608,0.7576271358103778,1.0,-0.010856295541411654,0.7577450542008067,-0.257750881596509,0.055304997728694724,-0.3197050834659678,0.24529705017473008
"frozenset({'服装', '电子产品'})",frozenset({'食品'}),0.2923556344978688,0.5662122614039289,0.13019077167318863,0.4453164444625667,0.7864832233735104,1.0,-0.03534457327003013,0.7820454280022306,-0.2772703176075562,0.1787408848281276,-0.2786980962915976,0.3376246231269292
"frozenset({'服装', '食品'})",frozenset({'电子产品'}),0.29284403746923815,0.5657273645558285,0.13019077167318863,0.44457374921579046,0.7858445199391056,1.0,-0.035479113870171775,0.7818727235722464,-0.27817092138727423,0.17874002444339293,-0.2789805422948716,0.3373518156289167
"frozenset({'电子产品', '食品'})",frozenset({'服装'}),0.29111727175926394,0.5687913656805929,0.13019077167318863,0.4472107439260711,0.7862474202486472,1.0,-0.0353942189039714,0.7800597236313475,-0.2772012245666711,0.1784124766308215,-0.28195312449254883,0.33805047391830834
"frozenset({'服装', '运动户外'})",frozenset({'食品'}),0.07908692135379834,0.5662122614039289,0.03387966914818385,0.42838523194779404,0.7565806344172212,1.0,-0.010900315439024984,0.7588812655666956,-0.25891149905380867,0.05541149471689848,-0.3177291960860951,0.24411043253987785
"frozenset({'运动户外', '食品'})",frozenset({'服装'}),0.07844845630651652,0.5687913656805929,0.03387966914818385,0.4318717122464212,0.7592796556073963,1.0,-0.010741135449933999,0.7589987043673497,-0.2559668340059863,0.055236175665100605,-0.3175253057032987,0.24571801456688247
"frozenset({'汽车用品', '母婴'})",frozenset({'电子产品'}),0.020956800003365878,0.5657273645558285,0.008656968963446211,0.41308639496754335,0.7301863421294307,1.0,-0.003198866271981545,0.7399259988531975,-0.27400660813427086,0.014976750279930758,-0.35148650209600446,0.21419438205236957
"frozenset({'汽车用品', '母婴'})",frozenset({'食品'}),0.020956800003365878,0.5662122614039289,0.008658722025080702,0.41317004617546677,0.7297087582508502,1.0,-0.0032072750966149564,0.7392051748022683,-0.2744888237979107,0.014967272727272727,-0.35280438244698753,0.21423120334141715
"frozenset({'玩具', '母婴'})",frozenset({'电子产品'}),0.03248598514876306,0.5657273645558285,0.0134557998817034,0.41420322702498513,0.7321604945700124,1.0,-0.004922410881506108,0.7413366810450045,-0.2743652710424302,0.02301090406747019,-0.3489147718825649,0.2189940909890488
"frozenset({'玩具', '母婴'})",frozenset({'食品'}),0.03248598514876306,0.5662122614039289,0.013516806426583707,0.4160811612972856,0.734850143064031,1.0,-0.004877156688431873,0.7428904666953583,-0.2716344032769314,0.023098487921405703,-0.34609346172977107,0.21997674606571507
"frozenset({'运动户外', '母婴'})",frozenset({'电子产品'}),0.02130285437001451,0.5657273645558285,0.008747426943785976,0.4106222946394773,0.7258307099248604,1.0,-0.0033041807164789477,0.736832478552148,-0.278475146845213,0.01512655583923616,-0.35716058820448277,0.21304228027514543
"frozenset({'电子产品', '母婴'})",frozenset({'食品'}),0.07984915255247527,0.5662122614039289,0.03416366513297148,0.42785257001343624,0.7556398883919815,1.0,-0.011047904104952842,0.7581747568214334,-0.2600508531743779,0.05583231054316174,-0.31895712829109873,0.2440948873681915
"frozenset({'食品', '母婴'})",frozenset({'电子产品'}),0.079739761506483,0.5657273645558285,0.03416366513297148,0.4284395198522622,0.7573250768745196,1.0,-0.01094729999440145,0.7598017192019995,-0.2582716706438494,0.055886588767277444,-0.3161328471989701,0.24441422043255764
"frozenset({'运动户外', '母婴'})",frozenset({'食品'}),0.02130285437001451,0.5662122614039289,0.008744972657497687,0.41050708537006864,0.7250056442653012,1.0,-0.003316964689706799,0.7358659075120385,-0.27930818395459994,0.015109578062215696,-0.3589432392390597,0.21297588751364543
"frozenset({'汽车用品', '玩具'})",frozenset({'电子产品'}),0.03124166200060095,0.5657273645558285,0.012980720178756188,0.415493906134267,0.7344419453007814,1.0,-0.00469354292918776,0.7429736661461196,-0.27179442869503034,0.0222277056526563,-0.34594272390178027,0.21921954657420895
"frozenset({'汽车用品', '玩具'})",frozenset({'食品'}),0.03124166200060095,0.5662122614039289,0.012986329975986562,0.4156734675554957,0.7341301061280963,1.0,-0.004703082115390894,0.7423721404217933,-0.27211087784673166,0.02221907616777775,-0.3470333078930337,0.2193044560978075
"frozenset({'汽车用品', '运动户外'})",frozenset({'电子产品'}),0.020949086532174116,0.5657273645558285,0.008704652239904381,0.41551464435146446,0.7344786029180309,1.0,-0.0031468192737944822,0.743000027712088,-0.26967072775152584,0.015060686796921257,-0.34589496998982533,0.21545065008001232
"frozenset({'汽车用品', '电子产品'})",frozenset({'食品'}),0.07766939571614846,0.5662122614039289,0.03332710412099211,0.429089267577023,0.7578240473159163,1.0,-0.010650260069324936,0.7598171026756702,-0.25732184871889774,0.054584973541327506,-0.31610620039814064,0.24397450169560805
"frozenset({'汽车用品', '食品'})",frozenset({'电子产品'}),0.07756175773179069,0.5657273645558285,0.03332710412099211,0.4296847453643013,0.7595261821949538,1.0,-0.010551704670931493,0.7614606691900125,-0.25552695838355677,0.05463799897108994,-0.3132654652586701,0.2442974655493291
"frozenset({'汽车用品', '运动户外'})",frozenset({'食品'}),0.020949086532174116,0.5662122614039289,0.008579133026874786,0.4095230125523013,0.7232676514932491,1.0,-0.0032824966328541105,0.7346395334915464,-0.28098984955872136,0.01482785472108011,-0.36121179763804134,0.21233740458467784
"frozenset({'玩具', '运动户外'})",frozenset({'电子产品'}),0.03179527886477338,0.5657273645558285,0.013166194099685396,0.41409273860065066,0.7319651912644684,1.0,-0.0048212652178004824,0.7411968822625241,-0.27442142890714233,0.022531100863156205,-0.34916919367964977,0.2186828879881058
